,Release Date,Season,Episode,Episode Title,Name,Sentence,emotion_label,emotion_score
14213,2015-04-12,Season 5,Episode 1,The Wars to Come,melisandre,Good.,neutral,0.4056418538093567
14214,2015-04-12,Season 5,Episode 1,The Wars to Come,melisandre,Your grace. The bastard of Winterfell.,anger,0.506557285785675
14215,2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,You know who rules at Winterfell now?,neutral,0.8407019972801208
14216,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,Roose Bolton.,neutral,0.8843508362770081
14217,2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,The traitor who plunged a dagger into Robb Stark's heart. Don't you want to avenge him?,anger,0.9285521507263184
14218,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,"I want a great many things, your grace. But I'm a sworn brother of the Night's Watch now.",neutral,0.6809887886047363
14219,2015-04-12,Season 5,Episode 1,The Wars to Come,davos,I've been talking to your sworn brothers. Many of them love you.,joy,0.42597249150276184
14220,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,They're good men.,neutral,0.7704904675483704
14221,2015-04-12,Season 5,Episode 1,The Wars to Come,davos,Many don't. You were seen taking the body of a wildling girl north of the Wall. Why?,disgust,0.5356408953666687
14222,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,It's where she belonged.,neutral,0.9629896879196167
14223,2015-04-12,Season 5,Episode 1,The Wars to Come,davos,Some of the Night's Watch feel you have too much affection for the wildlings.,neutral,0.5819907188415527
14224,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,They were born on the wrong side of the wall. That doesn't make them monsters.,neutral,0.8307549357414246
14225,2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,No matter. I shall take back the North from the thieves who stole it. Tywin Lannister is dead. He can't protect them now. I shall mount Roose Bolton's head on a spike. But if I'm to take Winterfell I'll need more men.,anger,0.7919478416442871
14226,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,The men of the Night's Watch are sworn to play no part--,neutral,0.3946986198425293
14227,2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,I'm not talking about the damn Night's Watch. I'm talking about the wildlings.,neutral,0.5124358534812927
14228,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,"Your grace, you want the wildlings to march in your army?",neutral,0.459894597530365
14229,2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,"If they swear to follow me, I'll pardon them. We'll take Winterfell. Once the North is won, I'll declare them citizens of the realm. I'll give them land to live on.",anger,0.47602689266204834
14230,2015-04-12,Season 5,Episode 1,The Wars to Come,davos,It's a fair offer. More than fair.,neutral,0.8540878891944885
14231,2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,I'll offer them their lives and their freedom if Mance kneels before me and swears his loyalty.,anger,0.5341688394546509
14232,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,I don't think that's likely.,neutral,0.581390917301178
14233,2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,"You admire him, don't you?",anger,0.3945533335208893
14234,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,I respect him.,disgust,0.4469151794910431
14235,2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,He likes you. Convince him to bend the knee...,neutral,0.6651807427406311
14236,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,Your grace…,neutral,0.7671361565589905
14237,2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,or he burns.,sadness,0.6871991753578186
14238,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,How much time do I have?,neutral,0.7160769701004028
14239,2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,"Nightfall. The sun drops fast this time of year. Hurry, Jon Snow.",neutral,0.4646410048007965
14240,2015-04-12,Season 5,Episode 1,The Wars to Come,master of arms,"Sword up! Attack, my lord! Attack! Don't cross your feet!",anger,0.44594457745552063
14241,2015-04-12,Season 5,Episode 1,The Wars to Come,yohn royce,My sons have had swords in their hands from the time they could walk. This one…,neutral,0.6617708802223206
14242,2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,Lord Arryn will never be a great warrior.,neutral,0.5774990916252136
14243,2015-04-12,Season 5,Episode 1,The Wars to Come,royce,Great warrior? He sings a sword like a girl with palsy.,neutral,0.7575876116752625
14244,2015-04-12,Season 5,Episode 1,The Wars to Come,squire,My lord.,disgust,0.6419764757156372
14245,2015-04-12,Season 5,Episode 1,The Wars to Come,master of arms,"Sword up, my lord!",anger,0.7452598810195923
14246,2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,Some boys develop more slowly. He's still young.,neutral,0.935721755027771
14247,2015-04-12,Season 5,Episode 1,The Wars to Come,royce,He's 13. Boys go to war at 13.,neutral,0.46050333976745605
14248,2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,He has other gifts.,neutral,0.9245836734771729
14249,2015-04-12,Season 5,Episode 1,The Wars to Come,royce,Does he?,surprise,0.7987058758735657
14250,2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,The gift of a great name. Sometimes that's all one needs.,neutral,0.8727077841758728
14251,2015-04-12,Season 5,Episode 1,The Wars to Come,sansa stark,"Goodbye Lord Royce, and thank you for all you've done for me.",joy,0.8971221446990967
14252,2015-04-12,Season 5,Episode 1,The Wars to Come,royce,"I have done nothing more than my duty, my lady.",disgust,0.349470317363739
14253,2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,"I have no doubt that upon my return, Robin's skills will have improved immeasurably.",neutral,0.44924062490463257
14254,2015-04-12,Season 5,Episode 1,The Wars to Come,royce,"He'll be safe here. As for his skills, I make no promises.",neutral,0.9269053936004639
14255,2015-04-12,Season 5,Episode 1,The Wars to Come,podrick,"Will we head north at some point? He said Sansa had a brother at Castle Black. We're a few days ride from the Kingsroad, but that will take us--",neutral,0.8965270519256592
14256,2015-04-12,Season 5,Episode 1,The Wars to Come,brienne,Us? The only reason you're here is that Jaime Lannister told me you weren't safe in the capital. You're hundreds of miles from King's Landing. No one knows what you look like. No one cares. You're safe.,neutral,0.7878511548042297
14257,2015-04-12,Season 5,Episode 1,The Wars to Come,podrick,But I'm you're squire.,surprise,0.32657939195632935
14258,2015-04-12,Season 5,Episode 1,The Wars to Come,brienne,Do you even know what a squire is?,disgust,0.384970098733902
14259,2015-04-12,Season 5,Episode 1,The Wars to Come,podrick,An attendant to a knight?,surprise,0.7239214777946472
14260,2015-04-12,Season 5,Episode 1,The Wars to Come,brienne,I'm not a knight. That means you're not a squire.,neutral,0.8822430968284607
14261,2015-04-12,Season 5,Episode 1,The Wars to Come,podrick,"Well, where would I go?",neutral,0.3283759653568268
14262,2015-04-12,Season 5,Episode 1,The Wars to Come,brienne,"I don't care, I'm not your mother.",anger,0.6142795085906982
14263,2015-04-12,Season 5,Episode 1,The Wars to Come,podrick,You swore to find the Stark girls.,neutral,0.4187779426574707
14264,2015-04-12,Season 5,Episode 1,The Wars to Come,brienne,I found Arya. She didn't want my protection.,anger,0.46514442563056946
14265,2015-04-12,Season 5,Episode 1,The Wars to Come,podrick,Sansa still might.,neutral,0.9512094855308533
14266,2015-04-12,Season 5,Episode 1,The Wars to Come,brienne,Will you shut your mouth? I didn't ask for advice. I don't want anyone following me. I'm not a leader. All I ever wanted is to fight for a Lord I believed in. The good lords are dead and the rest are monsters.,anger,0.5664108395576477
14267,2015-04-12,Season 5,Episode 1,The Wars to Come,sansa stark,You told Lord Royce we were going to the Fingers.,neutral,0.4490816295146942
14268,2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,I did.,neutral,0.9314903616905212
14269,2015-04-12,Season 5,Episode 1,The Wars to Come,sansa stark,But we're heading west.,neutral,0.8411269783973694
14270,2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,We are.,neutral,0.9589142799377441
14271,2015-04-12,Season 5,Episode 1,The Wars to Come,sansa stark,"If he wanted to betray us, he already would have.",anger,0.4005711078643799
14272,2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,"Lord Royce may be as honorable as he thinks he is, but he's not alone in that castle. Do you trust all those knights and ladies, stable boys and serving girls?",neutral,0.8182072639465332
14273,2015-04-12,Season 5,Episode 1,The Wars to Come,sansa stark,No. Do you trust the carriage driver or the knights escorting us?,fear,0.5602462887763977
14274,2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,"No. But I pay them well, and they've seen what happens to men who disappoint me.",neutral,0.5963829159736633
14275,2015-04-12,Season 5,Episode 1,The Wars to Come,sansa stark,So where are we going? To a land where you trust everyone?,neutral,0.9298755526542664
14276,2015-04-12,Season 5,Episode 1,The Wars to Come,petyr baelish,"So a land so far from here, even Cersei Lannister can't get her hands on you.",neutral,0.6843158006668091
14277,2015-04-12,Season 5,Episode 1,The Wars to Come,loras,"It was such a deep, deep shock to us all. Your father was a force to be reckoned with. He truly was. I wouldn't presume to claim to have known him as such…",surprise,0.9619469046592712
14278,2015-04-12,Season 5,Episode 1,The Wars to Come,loras,But just being in his presence was enough to make it so clear just how formidable a person you were dealing with. What a… what a force to be reckoned with.,surprise,0.7576149106025696
14279,2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,Thank you so much for your kind words.,joy,0.8851868510246277
14280,2015-04-12,Season 5,Episode 1,The Wars to Come,grand maester pyrcelle,"Deepest condolences, your grace. This tragedy… I never trusted Varys. I often warned…",sadness,0.8140844702720642
14281,2015-04-12,Season 5,Episode 1,The Wars to Come,lancel lannister,Your grace.,neutral,0.7795505523681641
14282,2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,Cousin Lancel. I hardly recognized you.,surprise,0.9236060976982117
14283,2015-04-12,Season 5,Episode 1,The Wars to Come,lancel,My deepest sympathies.,sadness,0.903394341468811
14284,2015-04-12,Season 5,Episode 1,The Wars to Come,kevan lannister,I apologize for my son's appearance.,sadness,0.9361862540245056
14285,2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,"Uncle, it's quite alright.",neutral,0.43061718344688416
14286,2015-04-12,Season 5,Episode 1,The Wars to Come,kevan,"They call themselves sparrows. Bloody fanatics. Religion has its place, of course, but at a certain point… They never would have come to the capital when Tywin was alive.",anger,0.4522131383419037
14287,2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,I'm sure he'll grow out of it. Whatever it is. Excuse me.,anger,0.40688949823379517
14288,2015-04-12,Season 5,Episode 1,The Wars to Come,kevan,Of course.,neutral,0.8310895562171936
14289,2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,Your wounds from the Blackwater seem to have healed.,neutral,0.7066149115562439
14290,2015-04-12,Season 5,Episode 1,The Wars to Come,lancel,It wasn't my wounds that needed healing.,neutral,0.46787893772125244
14291,2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,What can I do for you?,fear,0.3527211844921112
14292,2015-04-12,Season 5,Episode 1,The Wars to Come,lancel,You can forgive me.,neutral,0.4416429102420807
14293,2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,What could you possibly have done to warrant my forgiveness?,anger,0.450734406709671
14294,2015-04-12,Season 5,Episode 1,The Wars to Come,lancel,I led you into the darkness.,fear,0.8481236696243286
14295,2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,I doubt you've ever led anyone anywhere.,neutral,0.6825613379478455
14296,2015-04-12,Season 5,Episode 1,The Wars to Come,lancel,"I tempted you into our unnatural relations. And, of course, there was the king. His boar hunt. His wine.",disgust,0.7981327772140503
14297,2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,I don't know what you're talking about.,surprise,0.7913832068443298
14298,2015-04-12,Season 5,Episode 1,The Wars to Come,lancel,"I'm a different person now. I found peace in the light of the Seven. You can too. They watch over all of us, ready to dole out mercy… or justice. Their world is at hand. I will pray for your father's soul.",neutral,0.7936578392982483
14299,2015-04-12,Season 5,Episode 1,The Wars to Come,cersei lannister,The day Tywin Lannister's soul needs your help…,sadness,0.5371502041816711
14300,2015-04-12,Season 5,Episode 1,The Wars to Come,olyvar,It looks like Dorne.,neutral,0.9339708089828491
14301,2015-04-12,Season 5,Episode 1,The Wars to Come,loras,No it doesn't.,neutral,0.8417856097221375
14302,2015-04-12,Season 5,Episode 1,The Wars to Come,olyvar,It does. That's the Sunspear bit right there. And that's where the mountains are. And over here is… Sunsnake? Stonespear?,neutral,0.7804576754570007
14303,2015-04-12,Season 5,Episode 1,The Wars to Come,loras,Sandstone.,neutral,0.8409401774406433
14304,2015-04-12,Season 5,Episode 1,The Wars to Come,olyvar,"Yes. Yes, Sandstone. Just there.",neutral,0.9122095704078674
14305,2015-04-12,Season 5,Episode 1,The Wars to Come,loras,Fine.,anger,0.5241266489028931
14306,2015-04-12,Season 5,Episode 1,The Wars to Come,loras,It's Dorne.,neutral,0.9213913083076477
14307,2015-04-12,Season 5,Episode 1,The Wars to Come,olyvar,We should go there. I think we would have a lovely time.,joy,0.829610288143158
14308,2015-04-12,Season 5,Episode 1,The Wars to Come,loras,"Judging by my experience, that would be wonderful. Dorne, Highgarden. Anywhere but here.",joy,0.6609766483306885
14309,2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,We're late for dinner as it is.,sadness,0.7652797698974609
14310,2015-04-12,Season 5,Episode 1,The Wars to Come,loras,You're very respectful.,neutral,0.8649704456329346
14311,2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,I'm very hungry.,sadness,0.46846574544906616
14312,2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,What's your name?,neutral,0.4794059693813324
14313,2015-04-12,Season 5,Episode 1,The Wars to Come,olyvar,"Olyvar, my lady.",disgust,0.4812431335449219
14314,2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,"I'm afraid my brother is keeping the king waiting, Olyvar.",fear,0.9897450804710388
14315,2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,Perhaps you might consider being a bit more discreet?,neutral,0.9498406648635864
14316,2015-04-12,Season 5,Episode 1,The Wars to Come,loras,Why? They all know about me anyway. Everybody knows everything about everyone. What's the point in trying to keep a secret in a place like this?,surprise,0.6781755685806274
14317,2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,In any event… you shouldn't keep your intended waiting.,neutral,0.8504214882850647
14318,2015-04-12,Season 5,Episode 1,The Wars to Come,loras,My intended? Please. Tywin's dead. That means no one can force Cersei to marry me.,sadness,0.45189207792282104
14319,2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,Lucky you.,joy,0.7314337491989136
14320,2015-04-12,Season 5,Episode 1,The Wars to Come,loras,Unlucky you.,joy,0.5876155495643616
14321,2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,You think I want that woman married to my brother?,surprise,0.4865958094596863
14322,2015-04-12,Season 5,Episode 1,The Wars to Come,loras,"If she doesn't marry me, she doesn't go to Highgarden. Which means she stays in King's Landing. Which means you're trapped here with Cersei Lannister as your mother-by-law.",neutral,0.7525201439857483
14323,2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,Perhaps.,neutral,0.8889057636260986
14324,2015-04-12,Season 5,Episode 1,The Wars to Come,loras,Perhaps?,neutral,0.8629695773124695
14325,2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,Perhaps?,neutral,0.8629695773124695
14326,2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,"Eunuch, the spider, the master of whisperers.",disgust,0.9638795256614685
14327,2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"Imp, half-man.",neutral,0.7690003514289856
14328,2015-04-12,Season 5,Episode 1,The Wars to Come,varys,There are faster ways to kill yourself.,neutral,0.926007866859436
14329,2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,Not for a coward.,anger,0.5590511560440063
14330,2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"You are many things, my friend, but not a coward.",disgust,0.40019848942756653
14331,2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,You never told me why you set me free.,anger,0.5060354471206665
14332,2015-04-12,Season 5,Episode 1,The Wars to Come,varys,Your brother asked me to.,anger,0.4332438111305237
14333,2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,You could have said no.,neutral,0.8668316602706909
14334,2015-04-12,Season 5,Episode 1,The Wars to Come,varys,Refuse the Kingslayer? A dangerous proposition.,fear,0.8674822449684143
14335,2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,"Not as dangerous as releasing me. You risked your life, your position, everything. Why? You're not family, you owe me nothing.",anger,0.9157773852348328
14336,2015-04-12,Season 5,Episode 1,The Wars to Come,varys,I didn't do it for you. I did it for the Seven Kingdoms.,neutral,0.5888552665710449
14337,2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,A drunken dwarf will never be the savior of the Seven Kingdoms.,disgust,0.925571084022522
14338,2015-04-12,Season 5,Episode 1,The Wars to Come,varys,I don't believe in saviors. I believe men of talent have a role to play in the war to come.,neutral,0.8596700429916382
14339,2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,You're going to have to find another soldier. I'm done with Westeros and Westeros is done with me.,neutral,0.7490968704223633
14340,2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"You have many admirable qualities, self-pity is not one of them. Any fool with a bit of luck can find himself born into power. But earning it for yourself, that takes work.",neutral,0.7262560725212097
14341,2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,I'm not well-suited for work.,sadness,0.9294880032539368
14342,2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"I think you are. You have your father's instinct for politics, and you have compassion.",neutral,0.867726743221283
14343,2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,Compassion? Yes. I killed my lover with my bare hands. I shot my own father with a crossbow.,anger,0.8117903470993042
14344,2015-04-12,Season 5,Episode 1,The Wars to Come,varys,I never said you were perfect.,neutral,0.897709310054779
14345,2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,What is it you want exactly?,neutral,0.8025288581848145
14346,2015-04-12,Season 5,Episode 1,The Wars to Come,varys,Peace. Prosperity. A land where the powerful do not prey on the powerless.,neutral,0.7299386858940125
14347,2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,"Where the castles are made of gingerbread and the moats are filled with blackberry wine. The powerful have always preyed on the powerless, that's how they became powerful in the first place.",neutral,0.7953178882598877
14348,2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"Perhaps. And perhaps we've grown so used to horror we assume there's no other way. If you sat on the Iron Throne, would you spread misery throughout the land?",fear,0.8945594429969788
14349,2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,I will never sit on the Iron Throne.,neutral,0.6337482929229736
14350,2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"No, you won't. But you could help another climb those steps and take that seat. The Seven Kingdoms need someone stronger than Tommen, but gentler than Stannis. A monarch who can intimidate the high lord and inspire the people. A ruler loved by millions with a powerful army and the right family name.",neutral,0.6727620363235474
14351,2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,Good luck finding him.,neutral,0.9183115363121033
14352,2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"Who said anything about him? You have a choice my friend. You can stay here at Ilyrio's palace and drink yourself to death, or you can ride with me to Mereen, meet Daenerys Targaryen, and decide if the world is worth fighting for.",neutral,0.6492973566055298
14353,2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,Can I drink myself to death on the road to Meereen?,fear,0.5567948222160339
14354,2015-04-12,Season 5,Episode 1,The Wars to Come,daario naharis,When did the Unsullied start patrolling the streets of Meereen? Looks like your friends haven't been behaving themselves.,neutral,0.755045473575592
14355,2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr zo loraq,"The mission to Yunkai was a resounding success. The Wise Masters of Yunkai have agreed to cede power to a council of elders, made up of both the freedmen and the former slaveholders. All matters of consequence will be brought to you for review.",neutral,0.6425447463989258
14356,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,Good.,neutral,0.4056418538093567
14357,2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,They did ask for some concessions.,neutral,0.8919051885604858
14358,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,Concessions?,surprise,0.7485779523849487
14359,2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,"Politics is the art of compromise, your grace.",neutral,0.933803379535675
14360,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,I'm not a politician. I'm a queen.,neutral,0.8386178612709045
14361,2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,"Forgive me. You're right, of course. Still, it's easier to rule happy subjects than angry ones.",anger,0.8639742136001587
14362,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,"I don't expect the Wise Masters to be happy. Slavery made them rich, I ended slavery.",neutral,0.807206392288208
14363,2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,They do not ask for the return of slavery. They ask for the re-opening of the fighting pits.,neutral,0.893941342830658
14364,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,The fighting pits? Where slaves fought slaves to the death?,neutral,0.4793500602245331
14365,2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,"In the new world that you've brought to us, free men would fight free men.",neutral,0.8493373990058899
14366,2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,The pitfighters that you liberated plead for this opportunity. Bring some here and ask them yourself.,neutral,0.9315021634101868
14367,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,No fighting pits.,neutral,0.7715332508087158
14368,2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,Opening them would show the people of Yunkai and Meereen that you respect their traditions.,neutral,0.8924036026000977
14369,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,I do not respect the tradition of human cockfighting.,disgust,0.6981635093688965
14370,2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,If you--,anger,0.6211556196212769
14371,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,How many times must I say no before you understand?,surprise,0.5131615996360779
14372,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,Whatever he wants from me he's not going to get it. If he really believes I'm going to reopen the fighting pits…,anger,0.3848381042480469
14373,2015-04-12,Season 5,Episode 1,The Wars to Come,daario,You should reopen the fighting pits.,anger,0.43562212586402893
14374,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,What?,surprise,0.9222372174263
14375,2015-04-12,Season 5,Episode 1,The Wars to Come,daario,"My mother was a whore, I told you that. She liked to drink pear brandy. The older she got, the less she made selling her body, the more she wanted to drink. So one day when I was 12, she sold me to a slaver she fucked the night before.",disgust,0.9406079649925232
14376,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,Why?,surprise,0.9258126616477966
14377,2015-04-12,Season 5,Episode 1,The Wars to Come,daario,"I was a bad child. I wasn't big, but I was quick. And I loved to fight. So they sold me to a man in Tolos who trained fighters for the pits. I had my first match when I was 16.",disgust,0.6110589504241943
14378,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,"You were sold into slavery, forced to fight to the death for the amusement of the masters, and you're defending the fighting pits?",disgust,0.39401304721832275
14379,2015-04-12,Season 5,Episode 1,The Wars to Come,daario,"I'm only here because of those pits. I learned to fight like a Dothraki screamer, a Norvoshi priest, a Westerosi knight. Soon I was famous. 10,000 men and women screamed my name when I stepped into the pit. I made so much money for my master he set me free when I died. I joined the Second Sons, and then I met you.",neutral,0.3567681610584259
14380,2015-04-12,Season 5,Episode 1,The Wars to Come,daario,"You're the queen. Everyone's too afraid of you to speak truth. Everyone but me. You've made thousands of enemies all across the world. As soon as they see weakness, they'll attack. Show your strength here, now.",fear,0.8458274602890015
14381,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,That's why I have the Unsullied patrolling the streets.,neutral,0.8067596554756165
14382,2015-04-12,Season 5,Episode 1,The Wars to Come,daario,Anyone with a chest full of gold can buy an army of Unsullied. You're not the Mother of Unsullied. You're the Mother of Dragons.,neutral,0.9364193081855774
14383,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,I don't want another childo s bones dropped at my feet. No one's seen Drogon in weeks. For all I know he's flown halfway across the world. I can't control them anymore.,sadness,0.42729389667510986
14384,2015-04-12,Season 5,Episode 1,The Wars to Come,daario,A dragon queen with no dragons is not a queen.,neutral,0.5779503583908081
14385,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,Viserion? Rhaegal?,neutral,0.6491917371749878
14386,2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,Easy. Easy. Easy.,neutral,0.8741711974143982
14387,2015-04-12,Season 5,Episode 1,The Wars to Come,mance,So here we are.,neutral,0.9207971096038818
14388,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,Here we are.,neutral,0.9301528930664062
14389,2015-04-12,Season 5,Episode 1,The Wars to Come,mance,"When we first met you were my prisoner. And now, for our last meeting…",neutral,0.7158739566802979
14390,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,This doesn't have to be our last meeting.,neutral,0.8908640146255493
14391,2015-04-12,Season 5,Episode 1,The Wars to Come,mance,"No, but it will be.",neutral,0.6026398539543152
14392,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,You know what Stannis wants?,neutral,0.7863457798957825
14393,2015-04-12,Season 5,Episode 1,The Wars to Come,mance,He wants me to bend the knee. And he wants the free folk to fight for him. I'll give him this much,neutral,0.7490238547325134
14394,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,Shouldn't a king be bold?,anger,0.5238255858421326
14395,2015-04-12,Season 5,Episode 1,The Wars to Come,mance,"Oh, aye. I respect him. If he gets what he wants, I expect he'll be a better ruler than the fools sitting on the Iron Throne the last hundred years. But I'll never serve him.",neutral,0.5813919305801392
14396,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,You told me you weren't here to conquer. You told me your people have bled enough.,neutral,0.9315310716629028
14397,2015-04-12,Season 5,Episode 1,The Wars to Come,mance,That's right. But I don't want them bleeding for Stannis Baratheon either.,neutral,0.4030298590660095
14398,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,"You spent your life convincing 90 clans to come together for the first time in history. Thenns and Hornfoots, the ice-river clans, even the giants. A life's work uniting them. You didn't do it for power. You didn't do it for glory. You brought them together to save them because none of them will survive the winter, not if they're north of the wall. Isn't their survival more important than your pride?",neutral,0.6646464467048645
14399,2015-04-12,Season 5,Episode 1,The Wars to Come,mance,Pride? Fuck my pride. This isn't about that.,anger,0.8607122302055359
14400,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,Then bend the knee and save your people.,neutral,0.554591953754425
14401,2015-04-12,Season 5,Episode 1,The Wars to Come,mance,They followed me because they respected me. Because they believed in me. The moment I kneel for a Southern king that's all gone.,disgust,0.3923189342021942
14402,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,And how many tens of thousands are out there right now? How many women? How many children? And you won't go out and rescue them because why? You're afraid of looking afraid.,fear,0.5503687858581543
14403,2015-04-12,Season 5,Episode 1,The Wars to Come,mance,"Oh, I am afraid. No shame in that. How will they do it? Beheading? Hanging?",fear,0.8803005814552307
14404,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,They'll burn you alive.,anger,0.8234484791755676
14405,2015-04-12,Season 5,Episode 1,The Wars to Come,mance,"Bad way to go. I'll be honest with you, I don't want to die. And burnt to death, I don't want people to remember me like that. Scorched and screaming. But it's better than betraying everything I believe.",anger,0.7983774542808533
